profileId,testId,testDateUtc,testTypeId,testPositionId,notes,innerLeftAvgForce,innerLeftImpulse,innerLeftMaxForce,innerLeftRepetitions,innerRightAvgForce,innerRightImpulse,innerRightMaxForce,innerRightRepetitions,outerLeftAvgForce,outerLeftImpulse,outerLeftMaxForce,outerLeftRepetitions,outerRightAvgForce,outerRightImpulse,outerRightMaxForce,outerRightRepetitions,device,modifiedDateUtc,testTypeName,testPositionName,tenant_id
c0441f17-639f-4ef3-8a08-c59adca58980,e8a58798-82fe-48a5-832b-5f8def0e397d,2023-11-28 12:57:29.256000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,399.3333333333333,3827.574999999999,432.0,3,406.33333333333326,3933.1349999999993,435.25,3,387.83333333333326,3954.1049999999996,404.75,3,389.66666666666663,4041.12,409.0,3,ForceFrame-1818,2024-01-21 00:04:30.239264600+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c2850a57-c8ee-4380-a085-16b133cde682,47097440-2ddb-4922-97f5-3a06c0c14f59,2023-11-28 12:43:18.009000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,295.66666666666663,3495.7749999999996,307.0,3,332.8333333333333,3964.5199999999986,351.0,3,289.3333333333333,3628.639999999998,299.25,3,317.0,4012.3999999999996,321.75,3,ForceFrame-1818,2024-01-21 00:04:59.846032100+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c2850a57-c8ee-4380-a085-16b133cde682,d3c826b8-ad32-4a67-b9f3-88a56091de40,2023-07-24 14:05:24.799000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,307.0,2859.265,327.5,3,345.2083333333333,3150.0100000000007,365.0,3,332.9583333333333,3529.93,342.625,3,357.9583333333333,3786.54,367.125,3,ForceFrame-1818,2024-01-21 00:04:59.847141900+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c362b62a-6c48-4ac2-9812-75a1abe1380f,c44d8a9d-4a4b-42c4-863e-298c26b8d56f,2023-08-07 14:51:34.263000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,434.5,5183.989999999996,449.0,3,473.58333333333337,5489.4850000000015,478.75,3,378.6875,5638.485000000001,492.75,4,496.125,5837.839999999998,498.5,3,ForceFrame-1818,2024-01-21 00:05:11.612574800+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c44b8877-bf78-48ef-9243-d8ff4c8dbf4b,a31d7cff-d4c8-4c6a-bf47-44452232f9b5,2023-08-07 14:39:23.823000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,427.75,4677.5250000000015,448.5,3,460.41666666666663,4946.094999999999,471.25,3,413.58333333333337,5074.624999999999,451.75,3,395.91666666666663,4834.505,434.375,3,ForceFrame-1818,2024-01-21 00:05:23.329767900+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c4949515-3d30-4541-8a59-a8ad077911ae,ea8c34c9-3a4b-4659-ad7d-f3a05889a55b,2023-07-05 12:42:52.552000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,541.9166666666666,5693.900000000002,550.5,3,549.7916666666666,5892.509999999998,558.0,3,439.03125,8535.26,478.0,4,427.46875,7938.354999999997,461.5,4,ForceFrame-1818,2024-01-21 00:05:25.597463600+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c4d055f3-5208-45d9-bfc6-1ce23e38085a,b096e21c-a336-4b5c-9fa6-8cf65303b7d0,2023-07-12 12:36:35.685000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,364.0833333333333,4850.740000000001,376.0,3,397.9166666666667,5355.405000000003,422.25,3,415.0833333333333,5323.965000000002,460.75,3,436.5,5252.529999999995,487.0,3,ForceFrame-1818,2024-01-21 00:05:27.806166600+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c54c9d22-25ee-48a9-99e8-dac468af8d8a,266f14a1-31eb-4a5c-ba17-d80d52b90818,2023-07-25 12:11:39.749000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,359.625,3801.8299999999995,404.75,3,370.2916666666667,3832.8200000000006,399.0,3,380.2083333333333,4002.54,391.375,3,384.625,4017.784999999999,392.125,3,ForceFrame-1818,2024-01-21 00:05:33.062676300+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c54c9d22-25ee-48a9-99e8-dac468af8d8a,c51b0c6c-2572-4dc6-a194-e902bae0b9df,2023-11-14 14:00:42.157000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,320.25,4159.509999999998,337.25,3,314.41666666666663,4130.365,334.75,3,374.8333333333333,4697.465,383.25,3,364.4166666666667,4681.719999999999,370.25,3,ForceFrame-1818,2024-01-21 00:05:33.063820400+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c7d3b028-5cfa-44c7-b631-4e12965ce208,002ea221-0786-4570-a624-695ff7cc6c71,2023-08-01 12:21:51.413000+00:00,fa9eef53-f8a3-4257-9d59-6533443513be,0193ca1d-89fb-480e-b2bc-b5e5d8cb52dd,,300.3333333333333,2611.5800000000013,313.125,3,325.54166666666663,2817.16,336.0,3,336.75,3179.540000000001,367.25,3,338.4583333333333,3312.9399999999987,359.0,3,ForceFrame-1818,2024-01-21 00:06:10.233077100+00:00,Hip AD/AB,Hip AD/AB - 45,f1185650-fb79-44a0-8b4b-b2bf82d28c83
